word,label,text
epuizând,simplu,"Deși necesită disciplină, este extrem de important să se lucreze sistematic în sens invers în timp prin lista de registre, epuizând toate sursele pentru fiecare persoană, înainte de a se ocupa de părinții și bunicii acestora."
cadre,nu cunosc,"Deși unele cadre  sunt prevăzute cu trei orificii  pentru știfturile de poziționare, unele frâne  funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite."
orificii,complex,"Deși unele cadre sunt prevăzute cu trei orificii pentru știfturile de poziționare, unele frâne funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite."
frâne,complex,"Deși unele cadre sunt prevăzute cu trei orificii pentru știfturile de poziționare, unele frâne funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite."
principale,complex,"Deși evreii au fost țintele principale  și sunt victimele despre care auzim  cel mai des atunci când vorbim  despre Holocaust, ei nu au fost singurele victime."
auzim,simplu,"Deși evreii au fost țintele principale și sunt victimele despre care auzim cel mai des atunci când vorbim despre Holocaust, ei nu au fost singurele victime."
vorbim,simplu,"Deși evreii au fost țintele principale și sunt victimele despre care auzim cel mai des atunci când vorbim despre Holocaust, ei nu au fost singurele victime."
tehnologii,complex,"Printre aceste tehnologii  se număra fisiunea nucleară , care constă în divizarea unui atom foarte electronegativ  în atomi mai mici și care produce o energie de zece ori mai mare."
nucleară,complex,"Printre aceste tehnologii se număra fisiunea nucleară, care constă în divizarea unui atom foarte electronegativ în atomi mai mici și care produce o energie de zece ori mai mare."
electronegativ,nu cunosc,"Printre aceste tehnologii se număra fisiunea nucleară, care constă în divizarea unui atom foarte electronegativ în atomi mai mici și care produce o energie de zece ori mai mare."
ingenios,simplu,"Un alfabet ingenios  le-a permis mayașilor să înregistreze informații pe monumentele și templele lor, oferindu-le antropologilor  o modalitate excelentă  de a afla mai multe despre viața și cultura mayașă."
antropologilor,complex,"Un alfabet ingenios le-a permis mayașilor să înregistreze informații pe monumentele și templele lor, oferindu-le antropologilor o modalitate excelentă de a afla mai multe despre viața și cultura mayașă."
excelentă,simplu,"Un alfabet ingenios le-a permis mayașilor să înregistreze informații pe monumentele și templele lor, oferindu-le antropologilor o modalitate excelentă de a afla mai multe despre viața și cultura mayașă."
ocupă,simplu,"O altă carte tratează Cascading Style Sheets (CSS) care se ocupă  de aspectul general  și de stilizare, dar cartea de față abordează  pe scurt CSS."
general,simplu,"O altă carte tratează Cascading Style Sheets (CSS) care se ocupă de aspectul general și de stilizare, dar cartea de față abordează pe scurt CSS."
abordează,simplu,"O altă carte tratează Cascading Style Sheets (CSS) care se ocupă de aspectul general și de stilizare, dar cartea de față abordează pe scurt CSS."
numi,simplu,"În calitate de guvernator, a urmat o politică atât de strictă de a numi  în funcții doar colegi republicani, încât a devenit părintele  sistemului de favoruri  din America."
părintele,complex,"În calitate de guvernator, a urmat o politică atât de strictă de a numi în funcții doar colegi republicani, încât a devenit părintele sistemului de favoruri din America."
favoruri,complex,"În calitate de guvernator, a urmat o politică atât de strictă de a numi în funcții doar colegi republicani, încât a devenit părintele sistemului de favoruri din America."
variază,complex,"Ca adjective, terminațiile lor variază  în funcție  de substantivele  pe care le modifică."
funcție,simplu,"Ca adjective, terminațiile lor variază în funcție de substantivele pe care le modifică."
substantivele,simplu,"Ca adjective, terminațiile lor variază în funcție de substantivele pe care le modifică."
parabolic,nu cunosc,"Deoarece un singur reflector parabolic  atinge o precizie  de focalizare  mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric."
precizie,complex,"Deoarece un singur reflector parabolic atinge o precizie de focalizare mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric."
focalizare,complex,"Deoarece un singur reflector parabolic atinge o precizie de focalizare mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric."
regină,complex,"Pe lângă faptul că a fost regină  a Regatului Unit al Marii Britanii și Irlandei, a fost și primul monarh  care a folosit titlul  de Împărăteasă a Indiei."
monarh,simplu,"Pe lângă faptul că a fost regină a Regatului Unit al Marii Britanii și Irlandei, a fost și primul monarh care a folosit titlul de Împărăteasă a Indiei."
titlul,complex,"Pe lângă faptul că a fost regină a Regatului Unit al Marii Britanii și Irlandei, a fost și primul monarh care a folosit titlul de Împărăteasă a Indiei."
tonerul,complex,"La sfârșitul secvenței, o racletă îndepărtează tonerul  rămas pe tambur  și întregul proces se repetă  cu o nouă imagine."
tambur,complex,"La sfârșitul secvenței, o racletă îndepărtează tonerul rămas pe tambur și întregul proces se repetă cu o nouă imagine."
repetă,simplu,"La sfârșitul secvenței, o racletă îndepărtează tonerul rămas pe tambur și întregul proces se repetă cu o nouă imagine."
anionice,complex,"Atașarea la fibră este atribuită, cel puțin parțial, formării de săruri între grupele anionice  din coloranți și grupele cationice  din fibră ."
cationice,nu cunosc,"Atașarea la fibră este atribuită, cel puțin parțial, formării de săruri între grupele anionice din coloranți și grupele cationice din fibră."
fibră,complex,"Atașarea la fibră este atribuită, cel puțin parțial, formării de săruri între grupele anionice din coloranți și grupele cationice din fibră."
împerechere,complex,"Din cauza faptului că aparatul său de împerechere  este ghimpat, asemănător cu acul  unei lucrătoare, acesta va fi smuls  din corpul său după împerechere, iar el va cădea spre pământ cu singurul rezultat posibil: moartea."
acul,simplu,"Din cauza faptului că aparatul său de împerechere este ghimpat, asemănător cu acul unei lucrătoare, acesta va fi smuls din corpul său după împerechere, iar el va cădea spre pământ cu singurul rezultat posibil: moartea."
smuls,simplu,"Din cauza faptului că aparatul său de împerechere este ghimpat, asemănător cu acul unei lucrătoare, acesta va fi smuls din corpul său după împerechere, iar el va cădea spre pământ cu singurul rezultat posibil: moartea."
lexicul,simplu,"Pe lângă lexicul  nou, ar trebui să vă uitați și la modul în care se conjugă  verbele  în funcție de subiectul propoziției."
conjugă,complex,"Pe lângă lexicul nou, ar trebui să vă uitați și la modul în care se conjugă verbele în funcție de subiectul propoziției."
verbele,complex,"Pe lângă lexicul nou, ar trebui să vă uitați și la modul în care se conjugă verbele în funcție de subiectul propoziției."
intensiv,complex,"Ambele utilizează intensiv  funcțiile matematice pentru a descrie  și a prezice  fenomene fizice care sunt supuse unor schimbări continue, iar acest lucru necesită utilizarea analizei matematice."
descrie,complex,"Ambele utilizează intensiv funcțiile matematice pentru a descrie și a prezice fenomene fizice care sunt supuse unor schimbări continue, iar acest lucru necesită utilizarea analizei matematice."
prezice,complex,"Ambele utilizează intensiv funcțiile matematice pentru a descrie și a prezice fenomene fizice care sunt supuse unor schimbări continue, iar acest lucru necesită utilizarea analizei matematice."
popularea,simplu,"Oficialii britanici din domeniul comerțului au considerat că prima prioritate era popularea  zonelor recent securizate  din Canada și Florida (cu referire la Tratatul de la Paris), unde se putea aștepta în mod rezonabil ca coloniștii  să facă comerț cu patria mamă."
securizate,complex,"Oficialii britanici din domeniul comerțului au considerat că prima prioritate era popularea zonelor recent securizate din Canada și Florida (cu referire la Tratatul de la Paris), unde se putea aștepta în mod rezonabil ca coloniștii să facă comerț cu patria mamă."
coloniștii,simplu,"Oficialii britanici din domeniul comerțului au considerat că prima prioritate era popularea zonelor recent securizate din Canada și Florida (cu referire la Tratatul de la Paris), unde se putea aștepta în mod rezonabil ca coloniștii să facă comerț cu patria mamă."
accentul,foarte familiar,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul  pus pe nonviolență și credința că se ajunge la eliberare  prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea  de merite bune și rele."
eliberare,complex,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul pus pe nonviolență și credința că se ajunge la eliberare prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea de merite bune și rele."
acumularea,simplu,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul pus pe nonviolență și credința că se ajunge la eliberare prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea de merite bune și rele."
francate,complex,"Până în anii 1960, tot mai multe trimiteri poștale erau francate  cu masini  de francat decât cu timbre adezive  tradiționale."
masini,complex,"Până în anii 1960, tot mai multe trimiteri poștale erau francate cu masini de francat decât cu timbre adezive tradiționale."
adezive,simplu,"Până în anii 1960, tot mai multe trimiteri poștale erau francate cu masini de francat decât cu timbre adezive tradiționale."
capacitanțe,nu cunosc,Calcularea unor astfel de capacitanțe  și exploatarea sau luarea măsurilor necesare pentru a le contracara  reprezintă o problemă importantă în ingineria circuitelor electrice .
contracara,complex,Calcularea unor astfel de capacitanțe și exploatarea sau luarea măsurilor necesare pentru a le contracara reprezintă o problemă importantă în ingineria circuitelor electrice.
electrice,complex,Calcularea unor astfel de capacitanțe și exploatarea sau luarea măsurilor necesare pentru a le contracara reprezintă o problemă importantă în ingineria circuitelor electrice.
amănunțit,simplu,"Capitolul al doilea investighează această legătură puțin mai amănunțit , discutând  gimnastica  mentală a rezolvării problemelor."
discutând,foarte familiar,"Capitolul al doilea investighează această legătură puțin mai amănunțit, discutând gimnastica mentală a rezolvării problemelor."
gimnastica,complex,"Capitolul al doilea investighează această legătură puțin mai amănunțit, discutând gimnastica mentală a rezolvării problemelor."
susținătorii,complex,"Încurajat de susținătorii  din sud (mulți dintre  ei i-au trimis lui Brooks bastoane noi, în semn de aprobare a acțiunilor sale), s-a întors după o realegere răsunătoare ."
dintre,simplu,"Încurajat de susținătorii din sud (mulți dintre ei i-au trimis lui Brooks bastoane noi, în semn de aprobare a acțiunilor sale), s-a întors după o realegere răsunătoare."
răsunătoare,complex,"Încurajat de susținătorii din sud (mulți dintre ei i-au trimis lui Brooks bastoane noi, în semn de aprobare a acțiunilor sale), s-a întors după o realegere răsunătoare."
descărca,simplu,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca  fișierul font  zipuit .
font,complex,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca fișierul font zipuit.
zipuit,nu cunosc,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca fișierul font zipuit.
atribuită,complex,"Configurația poate fi, de asemenea, atribuită  pe baza pur  empirică  a activității optice."
pur,simplu,"Configurația poate fi, de asemenea, atribuită pe baza pur empirică a activității optice."
empirică,complex,"Configurația poate fi, de asemenea, atribuită pe baza pur empirică a activității optice."
egal,simplu,"În prezent, un loc este egal  cu aproximativ  600 000 de alegători ."
aproximativ,complex,"În prezent, un loc este egal cu aproximativ 600 000 de alegători."
alegători,complex,"În prezent, un loc este egal cu aproximativ 600 000 de alegători."
Fonturile,complex,"Fonturile  decorative sunt mai potrivite  pentru caractere de afișare (mai mari de 14 puncte), în timp ce caracterele mai simple  sunt mai potrivite pentru text (mai puțin de 14 puncte)."
potrivite,complex,"Fonturile decorative sunt mai potrivite pentru caractere de afișare (mai mari de 14 puncte), în timp ce caracterele mai simple sunt mai potrivite pentru text (mai puțin de 14 puncte)."
simple,complex,"Fonturile decorative sunt mai potrivite pentru caractere de afișare (mai mari de 14 puncte), în timp ce caracterele mai simple sunt mai potrivite pentru text (mai puțin de 14 puncte)."
moderată,simplu,"În ciuda acestui fapt, putem vedea că există încă o anumită interacțiune între Dumbledore și McGonagall, McGonagall fiind o influență moderată  asupra tuturor părților, în timp ce manifestă o loialitate  fermă  față de Dumbledore."
loialitate,complex,"În ciuda acestui fapt, putem vedea că există încă o anumită interacțiune între Dumbledore și McGonagall, McGonagall fiind o influență moderată asupra tuturor părților, în timp ce manifestă o loialitate fermă față de Dumbledore."
fermă,complex,"În ciuda acestui fapt, putem vedea că există încă o anumită interacțiune între Dumbledore și McGonagall, McGonagall fiind o influență moderată asupra tuturor părților, în timp ce manifestă o loialitate fermă față de Dumbledore."
comedii,complex,"Au fost produse drame, comedii  și toate celelalte forme de divertisment , precum și emisiuni  de știri și muzică."
divertisment,complex,"Au fost produse drame, comedii și toate celelalte forme de divertisment, precum și emisiuni de știri și muzică."
emisiuni,complex,"Au fost produse drame, comedii și toate celelalte forme de divertisment, precum și emisiuni de știri și muzică."
găurire,simplu,Scoateți-le prin găurire  folosind o viteză foarte mică de găurire sau utilizați o unealtă  de extragere a șuruburilor pentru șuruburile blocate .
unealtă,simplu,Scoateți-le prin găurire folosind o viteză foarte mică de găurire sau utilizați o unealtă de extragere a șuruburilor pentru șuruburile blocate.
blocate,complex,Scoateți-le prin găurire folosind o viteză foarte mică de găurire sau utilizați o unealtă de extragere a șuruburilor pentru șuruburile blocate.
parteneri,complex,Fiecare parte și-a determinat noii parteneri  să se alăture  prin oferirea  de concesii teritoriale.
alăture,simplu,Fiecare parte și-a determinat noii parteneri să se alăture prin oferirea de concesii teritoriale.
oferirea,simplu,Fiecare parte și-a determinat noii parteneri să se alăture prin oferirea de concesii teritoriale.
numărul,simplu,"În fiecare an, numărul  de membri  ai acestui club crește, iar nevoia de lideri de grupuri mici, cunoscuți și sub numele de Facilitatori de nucleu, în cămine  crește și ea."
membri,complex,"În fiecare an, numărul de membri ai acestui club crește, iar nevoia de lideri de grupuri mici, cunoscuți și sub numele de Facilitatori de nucleu, în cămine crește și ea."
cămine,complex,"În fiecare an, numărul de membri ai acestui club crește, iar nevoia de lideri de grupuri mici, cunoscuți și sub numele de Facilitatori de nucleu, în cămine crește și ea."
zoom,complex,"Lentilele cu zoom  motorizate , controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală  în orice moment."
motorizate,complex,"Lentilele cu zoom motorizate, controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală în orice moment."
focală,complex,"Lentilele cu zoom motorizate, controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală în orice moment."
gradienții,complex,"Condițiile de mediu, cum ar fi curentul sau gradienții  de temperatură face ca bula  să se separe , determinând formarea a două bule care conțin concentrații similare de materiale."
bula,complex,"Condițiile de mediu, cum ar fi curentul sau gradienții de temperatură face ca bula să se separe, determinând formarea a două bule care conțin concentrații similare de materiale."
separe,complex,"Condițiile de mediu, cum ar fi curentul sau gradienții de temperatură face ca bula să se separe, determinând formarea a două bule care conțin concentrații similare de materiale."
continuat,complex,"Patriot ca întotdeauna, Laurens a continuat  să își servească națiunea ca unul dintre cei trei reprezentanți selectați  pentru a negocia  condițiile la Conferința de pace de la Paris din 1782."
selectați,complex,"Patriot ca întotdeauna, Laurens a continuat să își servească națiunea ca unul dintre cei trei reprezentanți selectați pentru a negocia condițiile la Conferința de pace de la Paris din 1782."
negocia,complex,"Patriot ca întotdeauna, Laurens a continuat să își servească națiunea ca unul dintre cei trei reprezentanți selectați pentru a negocia condițiile la Conferința de pace de la Paris din 1782."
pregăti,simplu,Tot ceea ce studiați este conceput pentru a vă pregăti  pentru sinteze organice și alte transformări  chimice efectuate  în laborator.
transformări,complex,Tot ceea ce studiați este conceput pentru a vă pregăti pentru sinteze organice și alte transformări chimice efectuate în laborator.
efectuate,simplu,Tot ceea ce studiați este conceput pentru a vă pregăti pentru sinteze organice și alte transformări chimice efectuate în laborator.
contribuie,simplu,Exercițiile și secțiunile de recapitulare contribuie  în mod ideal  la un model de repetiție  conceput.
ideal,complex,Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.
repetiție,simplu,Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.
deshidratat,complex,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat , care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați  de energie RF, în special în timpul căldurii intense  de vară și a soarelui."
wați,complex,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui."
intense,simplu,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui."
crede,simplu,"El crede  că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral  să îi tolereze  pentru că sunt mai slabi decât el."
moral,simplu,"El crede că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral să îi tolereze pentru că sunt mai slabi decât el."
tolereze,simplu,"El crede că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral să îi tolereze pentru că sunt mai slabi decât el."
prestigioasa,complex,"A avut un dosar de serviciu exemplar și a primit prestigioasa  Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul  nedistins  de caporal."
gradul,complex,"A avut un dosar de serviciu exemplar și a primit prestigioasa Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul nedistins de caporal."
nedistins,complex,"A avut un dosar de serviciu exemplar și a primit prestigioasa Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul nedistins de caporal."
droguri,complex,"De asemenea, a fost responsabil de contrabandă cu droguri  și de crime și a mituit  atât poliția , cât și politicieni importanți."
mituit,complex,"De asemenea, a fost responsabil de contrabandă cu droguri și de crime și a mituit atât poliția, cât și politicieni importanți."
poliția,complex,"De asemenea, a fost responsabil de contrabandă cu droguri și de crime și a mituit atât poliția, cât și politicieni importanți."
spidering,nu cunosc,"Un model de spidering  intens poate duce la blocarea  accesului la site, cu prejudicii , a spider-ului sau a IP-ului dumneavoastră."
blocarea,simplu,"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră."
prejudicii,complex,"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră."
salva,simplu,"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva  informațiile introduse cu trudă  în loc să iasă  din program."
trudă,simplu,"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program."
iasă,simplu,"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program."
deține,simplu,"Cu toate acestea, într-un anumit domeniu deține  o putere extrem  de sensibilă, și anume  dreptul de a retrage sau de a bloca aprovizionarea, i.e."
extrem,simplu,"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e."
anume,simplu,"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e."
ciuda,complex,"Cu toate acestea, în ciuda  acestor limitări, în mare parte inevitabile , mai multe SUV-uri și camioane mai mari au fost convertite cu succes  la energie electrică de către pasionați."
inevitabile,simplu,"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați."
succes,simplu,"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați."
abundente,simplu,"Cu toate acestea, ploile abundente  și persistente  și furtunile  pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi."
persistente,complex,"Cu toate acestea, ploile abundente și persistente și furtunile pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi."
furtunile,complex,"Cu toate acestea, ploile abundente și persistente și furtunile pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi."
infinitezimal,nu cunosc,"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal , apoi să se utilizeze ecuațiile diferențiale  rezultate ."
diferențiale,nu cunosc,"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal, apoi să se utilizeze ecuațiile diferențiale rezultate."
rezultate,simplu,"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal, apoi să se utilizeze ecuațiile diferențiale rezultate."
rareori,simplu,"Cu toate acestea, este rareori  nevoie să spunem că acest artificiu  ar avea o valoare limitată dacă am ști că mitul  este o minciună."
artificiu,complex,"Cu toate acestea, este rareori nevoie să spunem că acest artificiu ar avea o valoare limitată dacă am ști că mitul este o minciună."
mitul,complex,"Cu toate acestea, este rareori nevoie să spunem că acest artificiu ar avea o valoare limitată dacă am ști că mitul este o minciună."
suferi,complex,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi  interferențe constructive  pentru diferite unghiuri  de incidență a luminii primite."
constructive,complex,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite."
unghiuri,complex,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite."
sinaptice,nu cunosc,"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice  și corticale a creierului, deoarece gravitatea ADHD  depinde  în principal  de aspectele neurobiologice."
depinde,complex,"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice."
principal,simplu,"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice."
Peroxidul,nu cunosc,"Peroxidul  de hidrogen se va degrada spontan  în apă și oxigen molecular, însă prezența unui catalizator accelerează  această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale."
spontan,complex,"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale."
accelerează,complex,"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale."
colaborare,complex,Apreciez cu adevărat spiritul de colaborare  al acestei platforme  și mă angajez  să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.
platforme,foarte familiar,Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.
angajez,simplu,Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.
preocupările,complex,Vă înțeleg  preocupările  legate de problemele legate de copyright  și de necesitatea de a menține  integritatea conținutului de pe platformă.
copyright,complex,Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.
menține,simplu,Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.
masați,complex,"Dacă nu, masați  ușor mușchiul cu crampe , puteți încerca, de asemenea, să aplicați  gheață."
crampe,simplu,"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață."
aplicați,simplu,"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață."
dispus,simplu,"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus  să vă ghideze sau chiar să vă îndrume  în timpul noului  dumneavoastră interes."
îndrume,simplu,"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes."
noului,simplu,"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes."
matematicieni,complex,"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni  pentru a calcula  continuu  ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică."
calcula,simplu,"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni pentru a calcula continuu ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică."
continuu,complex,"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni pentru a calcula continuu ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică."
anuale,simplu,"La multe specii anuale   în condiții nefavorabile  de uscăciune sau de frig, există  doar sămânța."
nefavorabile,simplu,"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța."
există,simplu,"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța."
nordul,simplu,"În  nordul  Europei (nordul Germaniei, Țările de Jos și Franța), clasa de mijloc avea  tendința  de a fi protestantă, ceea ce corespundea  cu etica și filozofia muncii."
tendința,complex,"În nordul Europei (nordul Germaniei, Țările de Jos și Franța), clasa de mijloc avea tendința de a fi protestantă, ceea ce corespundea cu etica și filozofia muncii."
